modelo,variante,segundos,train_roc_auc,gap_sobreajuste,best_iteration,val_n_rows,val_n_positives,val_prevalence,val_pr_auc,val_lift_vs_azar,val_roc_auc,val_recall_at_fpr5,val_recall_ci90_low,val_recall_ci90_high,val_threshold_at_fpr,val_fpr_achieved,val_recall_at_top1%_daily,val_brier_score,protocolo,train_years,val_year,test_year,hard_fraction,neg_ratio
lightgbm,t1,12.2,0.8956883234666826,0.0032767831151576665,2,11204405,703,6.27431800260701e-05,0.0005388342705747695,8.587933706115647,0.8924115403515249,0.1337126600284495,0.11379800853485064,0.155049786628734,0.026201166212558746,0.047206807178555805,0.6244665718349929,6.270700929610227e-05,fixed,"[2019, 2020, 2021]",[2022],,0.18,50
logistic_regression,t1,21.1,0.8813832481506626,-0.0639738395229793,,11204405,703,6.27431800260701e-05,0.004316560103972461,68.79727967531943,0.9453570876736419,0.7624466571834992,0.7368421052631579,0.7908961593172119,0.8460866659879682,0.05000008033059073,0.03840682788051209,6.256319667187786e-05,fixed,"[2019, 2020, 2021]",[2022],,0.18,50
