variante,n_variables,n_rows,n_positives,prevalence,pr_auc,lift_vs_azar,roc_auc,recall_at_fpr5,recall_ci90_low,recall_ci90_high,threshold_at_fpr,fpr_achieved,recall_at_top1%_daily,recall_at_top1%_daily_ci90_low,recall_at_top1%_daily_ci90_high,brier_score,roc_auc_temporada,roc_auc_dentro_del_dia
definitivo,48,10804365,1659,0.0001535490517027146,0.001405596826244224,9.15405735598805,0.8634154962566567,0.38034960819770947,0.3616636528028933,0.4008438818565401,0.05005401000380516,0.04999997222918035,0.06690777576853527,0.056660638939119955,0.07715491259795057,0.00015349823195425245,0.7964213184942761,0.7351214298954875
