variante,n_rows,n_positives,prevalence,pr_auc,lift_vs_azar,roc_auc,recall_at_fpr5,recall_ci90_low,recall_ci90_high,threshold_at_fpr,fpr_achieved,recall_at_top1%_daily,recall_at_top1%_daily_ci90_low,recall_at_top1%_daily_ci90_high,brier_score,roc_auc_temporada,roc_auc_dentro_del_dia,ventaja_del_modelo,igniciones_adicionales
FWI Van Wagner 1 km,10804365,1659,0.0001535490517027146,0.0005564001249770485,3.623598575224623,0.809538675393663,0.23930078360458107,0.2229957805907173,0.2562085593731163,25.182064056396484,0.04999997222918035,0.028330319469559977,0.0216998191681736,0.03496081977094635,,0.7363439149247347,0.6148038517723757,0.15732368896925858,261.0
FWI oficial CEMS,10804365,1659,0.0001535490517027146,0.0005436327498427722,3.540450063444849,0.8067712562180998,0.22423146473779385,0.20855937311633513,0.2411392405063291,25.332149505615234,0.04997099800735112,0.034358047016274866,0.027124773960216998,0.04219409282700422,,0.7387342360331954,0.6014958836849725,0.1723930078360458,286.0
