modelo,variante,segundos,train_roc_auc,gap_sobreajuste,best_iteration,val_n_rows,val_n_positives,val_prevalence,val_pr_auc,val_lift_vs_azar,val_roc_auc,val_recall_at_fpr5,val_recall_ci90_low,val_recall_ci90_high,val_threshold_at_fpr,val_fpr_achieved,val_recall_at_top1%_daily,val_brier_score,protocolo,train_years,val_year,test_year,hard_fraction,neg_ratio
lightgbm,t1,11.6,0.7937627677786734,-0.05026812095683275,1,11204405,703,6.27431800260701e-05,0.0004587502501469075,7.311555613794112,0.8440308887355061,0.031294452347083924,0.021337126600284494,0.04267425320056899,0.02392405830323696,0.044488687756957475,0.04267425320056899,6.271553687326644e-05,fixed,"[2019, 2020, 2021]",[2022],,0.5,50
logistic_regression,t1,21.1,0.8219021746145171,-0.10264664436934068,,11204405,703,6.27431800260701e-05,0.0026594323915123154,42.385999409135906,0.9245488189838578,0.6842105263157895,0.6529160739687055,0.7126600284495022,0.7698479235172271,0.05000008033059073,0.04694167852062589,6.263099549572047e-05,fixed,"[2019, 2020, 2021]",[2022],,0.5,50
