modelo,variante,segundos,val_n_rows,val_n_positives,val_prevalence,val_pr_auc,val_lift_vs_azar,val_roc_auc,val_recall_at_fpr5,val_recall_ci90_low,val_recall_ci90_high,val_threshold_at_fpr,val_fpr_achieved,val_recall_at_top1%_daily,val_brier_score,test_n_rows,test_n_positives,test_prevalence,test_pr_auc,test_lift_vs_azar,test_roc_auc,test_recall_at_fpr5,test_recall_ci90_low,test_recall_ci90_high,test_threshold_at_fpr,test_fpr_achieved,test_recall_at_top1%_daily,test_brier_score,protocolo,train_years,eval_year
lightgbm,nowcast,84.8,11204405,172,1.5351105212637352e-05,0.0006645150162119225,43.28776378034852,0.7743940444776125,0.26744186046511625,0.21511627906976744,0.32558139534883723,0.01754239834845066,0.05000003123819364,0.12209302325581395,1.5349253253145036e-05,11204405,703,6.27431800260701e-05,0.0001501487431265133,2.393068745704724,0.7575139347870902,0.1166429587482219,0.09672830725462304,0.1379800853485064,0.01845801584422585,0.05000008033059073,0.02702702702702703,6.27718301730718e-05,expanding,"[2019, 2020]",[2022]
lightgbm,t1,102.5,11204405,172,1.5351105212637352e-05,0.00019942967901478867,12.99122612035868,0.6989047724817642,0.22093023255813954,0.1686046511627907,0.27325581395348836,0.02343625351786618,0.05000003123819364,0.10465116279069768,1.5348701843332152e-05,11204405,703,6.27431800260701e-05,0.00013219998307266722,2.107001637751505,0.7114714428979159,0.07539118065433854,0.059743954480796585,0.09246088193456614,0.02396564539521924,0.05000008033059073,0.02275960170697013,6.274201539193767e-05,expanding,"[2019, 2020]",[2022]
lightgbm,nowcast,92.9,11204405,703,6.27431800260701e-05,0.00018653203048040108,2.9729451137621026,0.7728825453462763,0.1507823613086771,0.12802275960170698,0.17354196301564723,0.026774133183061946,0.05000008033059073,0.031294452347083924,6.273393899572536e-05,11204405,102,9.103562393540755e-06,6.65799921392267e-05,7.313619576712866,0.7561057695562912,0.3137254901960784,0.23529411764705882,0.3828431372549015,0.030917411483824268,0.05000007586371057,0.06862745098039216,9.109257743511452e-06,expanding,"[2019, 2020, 2021]",[2023]
lightgbm,t1,99.1,11204405,703,6.27431800260701e-05,0.00011414458122529933,1.8192348742583924,0.6942905691333173,0.06827880512091039,0.05263157894736842,0.08392603129445235,0.03108565676957352,0.05000008033059073,0.032716927453769556,6.273661368096755e-05,11204405,102,9.103562393540755e-06,0.00010606866224120056,11.651335779986457,0.7359867034488237,0.2549019607843137,0.18627450980392157,0.3235294117647059,0.028284214064478917,0.05000007586371057,0.049019607843137254,9.107385369092754e-06,expanding,"[2019, 2020, 2021]",[2023]
lightgbm,nowcast,77.5,11204405,102,9.103562393540755e-06,8.736120144800253e-05,9.596375316764773,0.7886004840825745,0.3627450980392157,0.28431372549019607,0.4411764705882353,0.032267655804753305,0.05000007586371057,0.058823529411764705,9.102904707014039e-06,11235102,116,1.0324783878241603e-05,0.0003918570153474877,37.953047731418884,0.790939617947255,0.29310344827586204,0.22413793103448276,0.3620689655172414,0.022265859879553318,0.05000006230537359,0.11206896551724138,1.0323247704345045e-05,expanding,"[2019, 2020, 2021, 2022]",[2024]
lightgbm,t1,97.3,11204405,102,9.103562393540755e-06,0.0001859043848343024,20.421059009405706,0.7747918226718122,0.3137254901960784,0.23529411764705882,0.39215686274509803,0.030858067795634277,0.05000007586371057,0.06862745098039216,9.101864449088107e-06,11235102,116,1.0324783878241603e-05,0.00016426623443521605,15.909895681341075,0.6669260236544222,0.21551724137931033,0.14655172413793102,0.27586206896551724,0.025149023160338402,0.05000006230537359,0.11206896551724138,1.0326206659706196e-05,expanding,"[2019, 2020, 2021, 2022]",[2024]
